#道具ID（全局唯一 但不要超过14位）	道具名称（客户端用来显示）	icon	描述	初始等级	道具主类型（类型配置见【道具配置说明.txt】）	道具子类型	品质	武将限制	职业限制	等级限制	售卖货币类型(AssetType)	出售	幸运市场价值（幸运值）	竞技市场中的价格（竞技点）	物理攻击最小值	物理攻击最大值	物理防御最小值	物理防御最大值	法术攻击最小值	法术攻击最大值	法术防御最小值	法术防御最大值	生命最小值	生命最大值	熔炼消耗	精炼消耗	"掉落关卡id（,分隔）"	掉落关卡text（;分隔）	最大成长度
id	name	icon	describe	level	classify	type	quality	reqrole	reqjob	reqlevel	sellmoneytype	sellprice	luckyprice	arenaprice	minphyatk	maxphyatk	minphydef	maxphydef	minmgcatk	maxmgcatk	minmgcdef	maxmgcdef	minhp	maxhp	meltcost	refinecost	dropid	droptext	maxgrow
17030761	地级落月+	wqyc12.png	80级紫色+1远程武器	80	1	2	5	0	2	80	2	500	1	1	5285	6163	0	0	0	0	0	0	0	0	150000	0	18021705	试炼17-5掉落	885
17030762	地级落月	wqyc12.png	80级橙色远程武器	80	1	2	6	0	2	80	2	1000	1	1	6730	7691	0	0	0	0	0	0	0	0	0	200000	18021705	试炼17-5掉落	990
17030763	地级落月+	wqyc12.png	80级橙色+1远程武器	80	1	2	7	0	2	80	2	5000	1	1	8378	9410	0	0	0	0	0	0	0	0	0	300000	18021705	试炼17-5掉落	1095
17030764	地级龙麟	fjwf12.png	80级绿色物理防具	80	2	1	1	0	0	80	2	100	1	1	0	0	908	998	0	0	0	0	1156	1270	10000	0			465
17030765	地级龙麟	fjwf12.png	80级蓝色物理防具	80	2	1	2	0	0	80	2	150	1	1	0	0	1090	1198	0	0	0	0	1387	1524	50000	0			570
17030766	地级龙麟+	fjwf12.png	80级蓝色+1物理防具	80	2	1	3	0	0	80	2	200	1	1	0	0	1308	1438	0	0	0	0	1665	1828	80000	0			675
17030767	地级龙麟	fjwf12.png	80级紫色物理防具	80	2	1	4	0	0	80	2	250	1	1	0	0	1556	1882	0	0	0	0	1981	2393	100000	0			780
17030768	地级龙麟+	fjwf12.png	80级紫色+1物理防具	80	2	1	5	0	0	80	2	500	1	1	0	0	2075	2423	0	0	0	0	2642	3081	150000	0			885
17030769	地级龙麟	fjwf12.png	80级橙色物理防具	80	2	1	6	0	0	80	2	1000	1	1	0	0	2643	3023	0	0	0	0	3365	3845	0	200000			990
17030770	地级龙麟+	fjwf12.png	80级橙色+1物理防具	80	2	1	7	0	0	80	2	5000	1	1	0	0	3290	3699	0	0	0	0	4189	4705	0	300000			1095
17030771	地级镜芒	fjff12.png	80级绿色法术防具	80	2	2	1	0	0	80	2	100	1	1	0	0	0	0	0	0	908	998	1156	1270	10000	0			465
17030772	地级镜芒	fjff12.png	80级蓝色法术防具	80	2	2	2	0	0	80	2	150	1	1	0	0	0	0	0	0	1090	1198	1387	1524	50000	0			570
17030773	地级镜芒+	fjff12.png	80级蓝色+1法术防具	80	2	2	3	0	0	80	2	200	1	1	0	0	0	0	0	0	1308	1438	1665	1828	80000	0			675
17030774	地级镜芒	fjff12.png	80级紫色法术防具	80	2	2	4	0	0	80	2	250	1	1	0	0	0	0	0	0	1556	1882	1981	2393	100000	0			780
17030775	地级镜芒+	fjff12.png	80级紫色+1法术防具	80	2	2	5	0	0	80	2	500	1	1	0	0	0	0	0	0	2075	2423	2642	3081	150000	0			885
17030776	地级镜芒	fjff12.png	80级橙色法术防具	80	2	2	6	0	0	80	2	1000	1	1	0	0	0	0	0	0	2643	3023	3365	3845	0	200000			990
17030777	地级镜芒+	fjff12.png	80级橙色+1法术防具	80	2	2	7	0	0	80	2	5000	1	1	0	0	0	0	0	0	3290	3699	4189	4705	0	300000			1095
17030778	地级赤兔	fjff12.png	80级绿色物攻马	80	3	0	1	0	1;2	80	2	100	1	1	1156	1270	0	0	0	0	0	0	578	635	10000	0			465
17030779	地级赤兔	fjff12.png	80级蓝色物攻马	80	3	0	2	0	1;2	80	2	150	1	1	1387	1524	0	0	0	0	0	0	693	762	50000	0			570
17030780	地级赤兔+	fjff12.png	80级蓝色+1物攻马	80	3	0	3	0	1;2	80	2	200	1	1	1665	1828	0	0	0	0	0	0	832	914	80000	0			675
17030781	地级赤兔	fjff12.png	80级紫色物攻马	80	3	0	4	0	1;2	80	2	250	1	1	1981	2393	0	0	0	0	0	0	990	1196	100000	0			780
17030782	地级赤兔+	fjff12.png	80级紫色+1物攻马	80	3	0	5	0	1;2	80	2	500	1	1	2642	3081	0	0	0	0	0	0	1321	1540	150000	0			885
17030783	地级赤兔	fjff12.png	80级橙色物攻马	80	3	0	6	0	1;2	80	2	1000	1	1	3365	3845	0	0	0	0	0	0	1682	1922	0	200000			990
17030784	地级赤兔+	fjff12.png	80级橙色+1物攻马	80	3	0	7	0	1;2	80	2	5000	1	1	4189	4705	0	0	0	0	0	0	2094	2352	0	300000			1095
17030785	地级飞电	fjff12.png	80级绿色法攻马	80	3	0	1	0	3	80	2	100	1	1	0	0	0	0	1115	1225	0	0	578	635	10000	0			465
17030786	地级飞电	fjff12.png	80级蓝色法攻马	80	3	0	2	0	3	80	2	150	1	1	0	0	0	0	1338	1470	0	0	693	762	50000	0			570
17030787	地级飞电+	fjff12.png	80级蓝色+1法攻马	80	3	0	3	0	3	80	2	200	1	1	0	0	0	0	1605	1764	0	0	832	914	80000	0			675
17030788	地级飞电	fjff12.png	80级紫色法攻马	80	3	0	4	0	3	80	2	250	1	1	0	0	0	0	1910	2310	0	0	990	1196	100000	0			780
17030789	地级飞电+	fjff12.png	80级紫色+1法攻马	80	3	0	5	0	3	80	2	500	1	1	0	0	0	0	2547	2973	0	0	1321	1540	150000	0			885
17030790	地级飞电	fjff12.png	80级橙色法攻马	80	3	0	6	0	3	80	2	1000	1	1	0	0	0	0	3244	3711	0	0	1682	1922	0	200000			990
17030791	地级飞电+	fjff12.png	80级橙色+1法攻马	80	3	0	7	0	3	80	2	5000	1	1	0	0	0	0	4038	4540	0	0	2094	2352	0	300000			1095
17030792	地级的卢	fjff12.png	80级绿色物防马	80	3	0	1	0	0	80	2	100	1	1	0	0	454	499	0	0	0	0	4624	5080	10000	0			465
17030793	地级的卢	fjff12.png	80级蓝色物防马	80	3	0	2	0	0	80	2	150	1	1	0	0	545	599	0	0	0	0	5548	6096	50000	0			570
17030794	地级的卢+	fjff12.png	80级蓝色+1物防马	80	3	0	3	0	0	80	2	200	1	1	0	0	654	719	0	0	0	0	6660	7312	80000	0			675
17030795	地级的卢	fjff12.png	80级紫色物防马	80	3	0	4	0	0	80	2	250	1	1	0	0	778	941	0	0	0	0	7924	9572	100000	0			780
17030796	地级的卢+	fjff12.png	80级紫色+1物防马	80	3	0	5	0	0	80	2	500	1	1	0	0	1037	1211	0	0	0	0	10568	12324	150000	0			885
17030797	地级的卢	fjff12.png	80级橙色物防马	80	3	0	6	0	0	80	2	1000	1	1	0	0	1321	1511	0	0	0	0	13460	15380	0	200000			990
17030798	地级的卢+	fjff12.png	80级橙色+1物防马	80	3	0	7	0	0	80	2	5000	1	1	0	0	1645	1849	0	0	0	0	16756	18820	0	300000			1095
17030799	地级绝影	fjff12.png	80级绿色法防马	80	3	0	1	0	0	80	2	100	1	1	0	0	0	0	0	0	454	499	4624	5080	10000	0			465
17030800	地级绝影	fjff12.png	80级蓝色法防马	80	3	0	2	0	0	80	2	150	1	1	0	0	0	0	0	0	545	599	5548	6096	50000	0			570
17030801	地级绝影+	fjff12.png	80级蓝色+1法防马	80	3	0	3	0	0	80	2	200	1	1	0	0	0	0	0	0	654	719	6660	7312	80000	0			675
17030802	地级绝影	fjff12.png	80级紫色法防马	80	3	0	4	0	0	80	2	250	1	1	0	0	0	0	0	0	778	941	7924	9572	100000	0			780
17030803	地级绝影+	fjff12.png	80级紫色+1法防马	80	3	0	5	0	0	80	2	500	1	1	0	0	0	0	0	0	1037	1211	10568	12324	150000	0			885
17030804	地级绝影	fjff12.png	80级橙色法防马	80	3	0	6	0	0	80	2	1000	1	1	0	0	0	0	0	0	1321	1511	13460	15380	0	200000			990
17030805	地级绝影+	fjff12.png	80级橙色+1法防马	80	3	0	7	0	0	80	2	5000	1	1	0	0	0	0	0	0	1645	1849	16756	18820	0	300000			1095
