#武将ID	名称	头像	兵种	等级	星级	品质	分类（其中type=1为近战，type=2为远程，type=3为谋士）	武将模型（无用）	物理攻击	物理防御	法术攻击	法术防御	生命	技能ID	初始怒气	怒气值上限	武将怒气增长方式（1=攻击增加怒气，2=被攻击增加怒气，3=攻击和被攻击都增加怒气）	每次怒气增加点数	战斗力	待机动画文件	攻击动画(无用)	被攻击动画	普通攻击	技能攻击
id	name	icon	race	level	star	color	type	model	phyatk	phydef	mgcatk	mgcdef	hp	skillid	initanger	angerpiont	angerincrease	angeraddnum	power	idleanimation	attackanimation	attackedanimation	commonattack	skillattack
24010515	丹阳兵	imghead012.png	1	44	3	1	1	0	3354	604	0	780	25817	14020059	1	3	1	1	7319	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24010516	白马义从	imghead012.png	3	44	3	1	1	0	4024	724	0	936	30980	14020020	1	4	3	1	7319	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010517	元戎射手	imghead012.png	5	44	3	1	2	0	5754	574	0	288	24930	14020036	1	3	1	1	7591	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010518	羽林卫	imghead012.png	6	44	3	1	2	0	5754	574	0	288	24930	14020037	1	3	1	1	7591	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010519	火计谋士	imghead012.png	7	44	3	1	3	0	0	302	4323	907	21930	14020090	1	3	1	1	6438	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24010520	雷计谋士	imghead012.png	8	44	3	1	3	0	0	302	4323	907	21930	14020093	1	3	1	1	6438	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24010521	杨奉	imghead506.png	8	44	3	2	3	0	0	302	4323	907	21930	14020072	1	3	1	1	6438	wanglang01_;9	0	wanglang01ss_;9	29020012	29010007
24010522	神臂弓兵	imghead044.png	4	44	3	1	2	0	4795	479	0	240	20775	14020012	1	3	1	1	7591	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010523	藤甲兵	imghead012.png	2	44	3	1	1	0	4024	724	0	936	30980	14020057	1	3	1	1	7319	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24010524	丹阳兵	imghead012.png	1	44	3	1	1	0	4024	724	0	936	30980	14020078	1	3	1	1	7319	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24010525	荀攸	imghead107.png	7	44	3	2	3	0	0	302	4323	907	21930	14020035	1	3	2	1	6438	bimou01_;11	0	bimou01ss_;11	29020023	29040013
24010526	元戎射手	imghead012.png	5	44	3	1	2	0	5754	574	0	288	24930	14020004	1	3	1	1	7591	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010527	羽林卫	imghead012.png	6	44	3	1	2	0	5754	574	0	288	24930	14020021	1	3	1	1	7591	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010528	火计谋士	imghead012.png	7	44	3	1	3	0	0	302	4323	907	21930	14020093	1	3	1	1	6438	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24010529	医疗兵	imghead012.png	10	44	3	1	3	0	0	302	4323	907	21930	14020044	1	3	1	1	6438	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24010530	丹阳兵	imghead012.png	1	45	3	1	1	0	4227	760	0	943	32832	14020014	1	3	1	1	7679	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010531	白马义从	imghead012.png	3	45	3	1	1	0	4227	760	0	943	32832	14020069	1	3	1	1	7679	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010532	田畴	imghead504.png	2	45	3	2	1	0	4227	760	0	943	32832	14020002	1	3	1	1	7679	xuchu01_;9	0	xuchu01ss_;9	29020017	29011030
24010533	羽林卫	imghead012.png	6	45	3	1	2	0	4994	499	0	250	22035	14020001	1	3	1	1	7946	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010534	神臂弓兵	imghead012.png	4	45	3	1	2	0	5992	598	0	300	26442	14020003	1	3	1	1	7946	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010535	火计谋士	imghead012.png	7	45	3	1	3	0	0	316	4520	906	23272	14020032	1	3	1	1	6725	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010536	雷计谋士	imghead012.png	8	45	3	1	3	0	0	264	3767	755	19394	14020065	1	3	1	1	6725	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24010537	医疗兵	imghead012.png	10	45	3	1	3	0	0	316	4520	906	23272	14020048	1	3	1	1	6725	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24010538	藤甲兵	imghead012.png	2	45	3	1	1	0	4227	760	0	943	32832	14020005	1	3	1	1	7679	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010539	丹阳兵	imghead012.png	1	45	3	1	1	0	4227	760	0	943	32832	14020058	1	3	1	1	7679	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24010540	姜维	imghead014.png	7	45	3	2	3	0	0	316	4520	906	23272	14010009	1	4	3	1	6725	bimou01_;11	0	bimou01ss_;11	29020023	29011033
24010541	羽林卫	imghead012.png	6	45	3	1	2	0	4994	499	0	250	22035	14020068	1	3	2	1	7946	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010542	神臂弓兵	imghead012.png	4	45	3	1	2	0	5992	598	0	300	26442	14020022	1	3	1	1	7946	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010543	火计谋士	imghead012.png	7	45	3	1	3	0	0	264	3767	755	19394	14020008	1	3	1	1	6725	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010544	雷计谋士	imghead012.png	8	45	3	1	3	0	0	316	4520	906	23272	14020089	1	3	1	1	6725	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24010545	医疗兵	imghead012.png	10	45	3	1	3	0	0	316	4520	906	23272	14020047	1	3	1	1	6725	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24010546	羽林卫	imghead011.png	6	45	3	1	2	0	4994	499	0	250	22035	14020000	1	3	1	1	7946	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010547	马谡	imghead128.png	3	45	3	2	1	0	4227	760	0	943	32832	14020059	1	3	1	1	7679	daoqi01_;9	0	daoqi01ss_;9	29020025	29011036
24010548	丹阳兵	imghead012.png	1	45	3	1	1	0	4227	760	0	943	32832	14020085	1	3	1	1	7679	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010549	白马义从	imghead012.png	3	45	3	1	1	0	4227	760	0	943	32832	14020038	1	4	3	1	7679	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010550	元戎射手	imghead012.png	5	45	3	1	2	0	5992	598	0	300	26442	14020005	1	3	1	1	7946	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010551	火计谋士	imghead012.png	7	45	3	1	3	0	0	316	4520	906	23272	14020087	1	3	1	1	6725	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010552	雷计谋士	imghead012.png	8	45	3	1	3	0	0	264	3767	755	19394	14020076	1	3	1	1	6725	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040103
24010553	水计谋士	imghead012.png	8	45	3	1	3	0	0	316	4520	906	23272	14020053	1	3	1	1	6725	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24010554	孙权	imghead503.png	2	45	4	4	1	0	5659	1272	0	1347	109495	14010013	1	3	1	1	11469	liubei01_;9	0	liubei01ss_;9	29020008	29011041
24010555	藤甲兵	imghead012.png	2	45	3	1	1	0	4227	760	0	943	32832	14020022	1	3	1	1	7679	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010556	白马义从	imghead012.png	3	45	3	1	1	0	4227	760	0	943	32832	14020037	1	3	1	1	7679	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010557	羽林卫	imghead012.png	6	45	3	1	2	0	5992	598	0	300	26442	14020015	1	3	1	1	7946	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010558	火计谋士	imghead012.png	7	45	3	1	3	0	0	316	4520	906	23272	14020008	1	3	1	1	6725	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010559	雷计谋士	imghead012.png	8	45	3	1	3	0	0	264	3767	755	19394	14020032	1	3	1	1	6725	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24010560	水计谋士	imghead012.png	8	45	3	1	3	0	0	316	4520	906	23272	14020017	1	3	1	1	6725	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24010561	医疗兵	imghead012.png	10	45	3	1	3	0	0	264	3767	755	19394	14020044	1	3	1	1	6725	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24010562	陷阵营	imghead012.png	1	46	3	1	1	0	4797	863	0	1029	37616	14020039	1	3	2	1	8039	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010563	文丑	imghead132.png	3	46	3	2	1	0	4797	863	0	1029	37616	14020015	1	3	1	1	8039	fuqi01_;11	0	fuqi01ss_;11	29020026	29011031
24010564	并州铁骑	imghead066.png	3	46	3	1	1	0	4797	863	0	1029	37616	14020031	1	3	1	1	8039	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010565	无当飞军	imghead012.png	5	46	3	1	2	0	6745	674	0	336	30318	14020036	1	3	1	1	8299	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010566	羽林卫	imghead012.png	6	46	3	1	2	0	5189	519	0	259	23322	14020028	1	3	1	1	8299	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010567	火计谋士	imghead012.png	7	46	3	1	3	0	0	275	3929	753	20538	14020008	1	3	1	1	7010	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010568	雷计谋士	imghead012.png	8	46	3	1	3	0	0	357	5107	978	26699	14020018	1	3	1	1	7010	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24010569	水计谋士	imghead012.png	8	46	3	1	3	0	0	275	3929	753	20538	14020032	1	3	1	1	7010	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24010570	医疗兵	imghead012.png	10	46	3	1	3	0	0	357	5107	978	26699	14020044	1	3	1	1	7010	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24010571	陷阵营	imghead012.png	1	46	3	1	1	0	4797	863	0	1029	37616	14020015	1	3	1	1	8039	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010572	锦衣卫	imghead012.png	2	46	3	1	1	0	4797	863	0	1029	37616	14020080	1	3	1	1	8039	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010573	并州铁骑	imghead012.png	3	46	3	1	1	0	3690	664	0	792	28936	14020067	1	3	1	1	8039	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010574	神臂弓兵	imghead012.png	4	46	3	1	2	0	6745	674	0	336	30318	14020050	1	3	1	1	8299	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010575	无当飞军	imghead012.png	5	46	3	1	2	0	5189	519	0	259	23322	14020028	1	3	1	1	8299	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010576	羽林卫	imghead012.png	6	46	3	1	2	0	6745	674	0	336	30318	14020039	1	3	1	1	8299	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010577	火计谋士	imghead012.png	7	46	3	1	3	0	0	357	5107	978	26699	14020054	1	3	1	1	7010	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010578	雷计谋士	imghead012.png	8	46	3	1	3	0	0	275	3929	753	20538	14020019	1	3	1	1	7010	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24010579	傅巽	imghead501.png	8	46	3	2	3	0	0	357	5107	978	26699	14020063	1	3	1	1	7010	wanglang01_;9	0	wanglang01ss_;9	29020012	29010007
24010580	水计谋士	imghead042.png	8	46	3	1	3	0	0	275	3929	753	20538	14020065	1	2	1	1	7010	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24010581	陷阵营	imghead012.png	1	46	3	1	1	0	4797	863	0	1029	37616	14020069	1	4	3	1	8039	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010582	锦衣卫	imghead012.png	2	46	3	1	1	0	4797	863	0	1029	37616	14020070	1	3	1	1	8039	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010583	并州铁骑	imghead012.png	3	46	3	1	1	0	4797	863	0	1029	37616	14020030	1	3	1	1	8039	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010584	文聘	imghead140.png	2	46	3	2	1	0	4797	863	0	1029	37616	14020049	1	3	1	1	8039	xuchu01_;9	0	xuchu01ss_;9	29020017	29011030
24010585	无当飞军	imghead012.png	5	46	3	1	2	0	6745	674	0	336	30318	14020062	1	3	1	1	8299	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010586	火计谋士	imghead012.png	7	46	3	1	3	0	0	357	5107	978	26699	14020018	1	3	1	1	7010	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24010587	雷计谋士	imghead012.png	8	46	3	1	3	0	0	275	3929	753	20538	14020027	1	3	1	1	7010	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24010588	医疗兵	imghead012.png	10	46	3	1	3	0	0	357	5107	978	26699	14020044	1	4	2	1	7010	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24010589	陷阵营	imghead012.png	1	47	3	1	1	0	5015	902	0	1036	39708	14020039	1	3	2	1	8403	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010590	锦衣卫	imghead012.png	2	47	3	1	1	0	3858	694	0	797	30545	14020021	1	3	2	1	8403	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010591	潘凤	imghead104.png	4	47	3	2	2	0	6992	699	0	349	32029	14020022	1	3	1	1	8649	xiahoudun01_;9	0	xiahoudun01ss_;9	29020015	29011048
24010592	神臂弓兵	imghead012.png	4	47	3	1	2	0	6992	699	0	349	32029	14020023	1	3	1	1	8649	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010593	无当飞军	imghead012.png	5	47	3	1	2	0	6992	699	0	349	32029	14020031	1	3	1	1	8649	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010594	羽林卫	imghead012.png	6	47	3	1	2	0	5379	538	0	269	24638	14020004	1	3	1	1	8649	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010595	火计谋士	imghead029.png	7	47	3	1	3	0	0	371	5314	975	28219	14020011	1	3	1	1	7294	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010596	雷计谋士	imghead012.png	8	47	3	1	3	0	0	286	4088	750	21707	14020017	1	3	1	1	7294	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24010597	水计谋士	imghead012.png	8	47	3	1	3	0	0	371	5314	975	28219	14020091	1	3	1	1	7294	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24010598	陷阵营	imghead012.png	1	47	3	1	1	0	3858	694	0	797	30545	14020051	1	3	1	1	8403	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010599	锦衣卫	imghead012.png	2	47	3	1	1	0	5015	902	0	1036	39708	14020079	1	3	1	1	8403	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010600	并州铁骑	imghead014.png	3	47	3	1	1	0	5015	902	0	1036	39708	14020037	1	3	2	1	8403	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010601	无当飞军	imghead012.png	5	47	3	1	2	0	6992	699	0	349	32029	14020038	1	3	1	1	8649	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010602	羽林卫	imghead012.png	6	47	3	1	2	0	5379	538	0	269	24638	14020082	1	3	1	1	8649	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010603	火计谋士	imghead012.png	7	47	3	1	3	0	0	371	5314	975	28219	14020064	1	3	1	1	7294	moushi01_;11	0	moushi01ss_;11	29030005	29040009
24010604	雷计谋士	imghead005.png	8	47	3	1	3	0	0	286	4088	750	21707	14020094	1	3	1	1	7294	moushi01_;11	0	moushi01ss_;11	29030005	29040011
24010605	高览	imghead113.png	8	47	3	2	3	0	0	371	5314	975	28219	14020054	1	3	1	1	7294	bimou01_;11	0	bimou01ss_;11	29020023	29040013
24010606	医疗兵	imghead012.png	10	47	3	1	3	0	0	371	5314	975	28219	14020044	1	3	1	1	7294	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24010607	陷阵营	imghead045.png	1	47	3	1	1	0	5015	902	0	1036	39708	14020036	1	3	1	1	8403	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010608	锦衣卫	imghead132.png	2	47	3	1	1	0	3858	694	0	797	30545	14020061	1	3	1	1	8403	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010609	并州铁骑	imghead012.png	3	47	3	1	1	0	5015	902	0	1036	39708	14020069	1	3	1	1	8403	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24010610	神臂弓兵	imghead012.png	4	47	3	1	2	0	6992	699	0	349	32029	14020001	1	3	1	1	8649	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010611	无当飞军	imghead012.png	5	47	3	1	2	0	5379	538	0	269	24638	14020013	1	3	1	1	8649	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010612	羽林卫	imghead012.png	6	47	3	1	2	0	6992	699	0	349	32029	14020057	1	3	1	1	8649	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040102
24010613	刘琦	imghead502.png	7	47	3	2	3	0	0	371	5314	975	28219	14020027	1	3	1	1	7294	guojia01_;9	0	guojia01ss_;9	29020006	29010001
24010614	水计谋士	imghead012.png	8	47	3	1	3	0	0	371	5314	975	28219	14020073	1	3	1	1	7294	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040006
24010615	医疗兵	imghead012.png	10	47	3	1	3	0	0	286	4088	750	21707	14020046	1	2	1	1	7294	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24010616	刘备	imghead045.png	1	47	4	4	1	0	6642	1492	0	1557	131073	14010017	1	3	1	1	12544	liubei01_;9	0	liubei01ss_;9	29020008	29011017
24010617	陷阵营	imghead124.png	1	47	3	1	1	0	5015	902	0	1036	39708	14020013	1	3	1	1	8403	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010618	锦衣卫	imghead045.png	2	47	3	1	1	0	5015	902	0	1036	39708	14020014	1	3	1	1	8403	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24010619	神臂弓兵	imghead012.png	4	47	3	1	2	0	5379	538	0	269	24638	14020085	1	3	1	1	8649	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24010620	无当飞军	imghead012.png	5	47	3	1	2	0	6992	699	0	349	32029	14020059	1	3	1	1	8649	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040104
24010621	羽林卫	imghead012.png	6	47	3	1	2	0	5379	538	0	269	24638	14020020	1	3	1	1	8649	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24010622	火计谋士	imghead505.png	7	47	3	1	3	0	0	371	5314	975	28219	14020006	1	3	1	1	7294	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24010623	水计谋士	imghead136.png	8	47	3	1	3	0	0	286	4088	750	21707	14020016	1	3	1	1	7294	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24010624	医疗兵	imghead012.png	10	47	3	1	3	0	0	371	5314	975	28219	14020044	1	3	1	1	7294	moushi01_;11	0	moushi01ss_;11	29030005	29040012
24010625	潘凤	imghead104.png	4	12	3	2	2	0	898	90	0	45	3731	14010048	1	2	1	1	1406	xiahoudun01_;9	0	xiahoudun01ss_;9	29020015	29011048
24010626	荀彧	imghead144.png	7	19	3	4	3	0	0	97	1380	587	6776	14010044	1	2	1	1	2741	bimou01_;11	0	bimou01ss_;11	29020023	29011044
24010627	文丑	imghead132.png	1	23	3	4	1	0	1405	253	0	579	13008	14010030	1	2	1	1	3537	xuchu01_;9	0	xuchu01ss_;9	29020017	29011030
24010628	颜良	imghead124.png	2	26	3	4	1	0	1905	429	0	898	22903	14010029	1	2	1	1	3999	chuibu01_;11	0	chuibu01ss_;11	29020024	29011029
24010629	庞统	imghead005.png	9	28	3	4	3	0	0	149	2135	667	11574	14010025	1	2	1	1	4108	niulang01_;9	0	niulang01ss_;9	29020011	29011025
24010630	周泰	imghead055.png	3	30	3	4	1	0	1832	330	0	624	18538	14010040	1	2	1	1	4639	daoqi01_;9	0	daoqi01ss_;9	29020025	29011040
24010631	贾诩	imghead051.png	7	32	3	4	3	0	0	271	3885	1009	22213	14010039	1	2	1	1	4924	guojia01_;9	0	guojia01ss_;9	29020006	29011039
24010632	张辽	imghead038.png	6	34	3	4	2	0	4411	552	0	276	29271	14010026	1	2	1	1	6179	sunce01_;9	0	sunce01ss_;9	29020013	29011026
24010633	文丑	imghead132.png	1	36	3	4	1	0	2857	514	0	687	30418	14010030	1	2	1	1	6456	xuchu01_;9	0	xuchu01ss_;9	29020017	29011030
24010634	颜良	imghead124.png	2	38	3	4	1	0	3759	846	0	1024	51139	14010029	1	2	1	1	7082	chuibu01_;11	0	chuibu01ss_;11	29020024	29011029
24010635	庞统	imghead005.png	9	40	4	4	3	0	0	417	5964	1033	39897	14010025	1	2	1	1	6913	niulang01_;9	0	niulang01ss_;9	29020011	29011025
24010636	夏侯渊	imghead071.png	5	42	4	4	2	0	6590	822	0	412	51430	14010037	1	3	1	1	8859	xiahoudun01_;9	0	xiahoudun01ss_;9	29020015	29011037
24010637	周泰	imghead055.png	3	44	4	4	1	0	5421	1219	0	1300	77940	14010040	1	2	1	1	9496	daoqi01_;9	0	daoqi01ss_;9	29020025	29011040
24010638	贾诩	imghead051.png	7	46	4	4	3	0	0	625	8955	1450	66249	14010039	1	2	1	1	9055	guojia01_;9	0	guojia01ss_;9	29020006	29011039
#																								
24020000	丁奉	imghead015.png	6	10	3	2	2	0	457	46	0	23	2330	14020066	1	2	1	1	759	sunce01_;9	0	sunce01ss_;9	29020013	29011016
24020001	刀盾兵	imghead012.png	1	10	3	1	1	0	304	55	0	161	1553	14020002	1	2	1	1	675	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020002	轻骑兵	imghead012.png	3	10	3	1	1	0	304	55	0	161	1553	14020081	1	2	2	1	675	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24020003	邓茂	imghead025.png	3	13	3	2	1	0	536	97	0	268	4608	14020002	1	2	1	1	1361	maochao01_;9	0	maochao01ss_;9	29020010	29010010
24020004	弓骑兵	imghead012.png	6	13	3	1	2	0	817	82	0	41	2285	14020003	1	2	1	1	1168	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020005	水计谋士	imghead012.png	8	13	3	1	3	0	0	44	634	306	1889	14020041	1	2	1	1	1172	moushi01_;11	0	moushi01ss_;11	29030005	29040010
24020006	曹植	imghead051.png	8	14	3	2	3	0	0	50	711	335	3494	14020007	1	2	1	1	1445	guojia01_;9	0	guojia01ss_;9	29020006	29010001
24020007	刀盾兵	imghead012.png	1	14	3	1	1	0	599	108	0	295	3218	14020058	1	4	3	1	1323	bubing01_;11	0	bubing01ss_;13	29030001	29040101
24020008	弓骑兵	imghead012.png	6	14	3	1	2	0	917	92	0	46	2591	14020061	1	2	1	1	1314	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020009	张角	imghead017.png	7	15	3	2	3	0	0	55	789	364	3935	14020090	1	2	1	1	1601	wanglang01_;9	0	wanglang01ss_;9	29020012	29011024
24020010	长弓兵	imghead012.png	5	15	3	1	2	0	1017	102	0	51	2908	14020036	1	2	1	1	1460	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24020011	火计谋士	imghead012.png	7	15	3	1	3	0	0	55	789	364	2422	14020034	1	4	3	1	1450	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24020012	吕布	imghead041.png	3	16	3	4	1	0	1179	147	0	390	7551	14020000	1	2	1	1	2471	lvbu01_;9	0	lvbu01ss_;9	29020009	29010004
24020013	轻骑兵	imghead012.png	3	16	3	1	1	0	725	131	0	347	4027	14020031	1	2	1	1	1605	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24020014	火计谋士	imghead012.png	7	16	3	1	3	0	0	61	867	391	2704	14020043	1	2	1	1	1589	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040005
24020015	董卓	imghead004.png	1	17	3	4	1	0	1281	142	0	372	8350	14020012	1	3	3	1	2630	chuibu01_;11	0	chuibu01ss_;11	29020024	29011035
24020016	轻步兵	imghead012.png	2	17	3	1	1	0	788	142	0	372	4453	14020014	1	3	1	1	1747	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020017	弓骑兵	imghead012.png	6	17	3	1	2	0	1220	122	0	61	3575	14020000	1	3	1	1	1760	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020018	孟获	imghead142.png	6	18	3	4	2	0	1405	140	0	70	6871	14020038	1	3	1	1	2302	sunce01_;9	0	sunce01ss_;9	29020013	29011042
24020019	轻骑兵	imghead012.png	3	18	3	1	1	0	904	163	0	421	5200	14020081	1	3	1	1	2008	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24020020	水计谋士	imghead012.png	8	18	3	1	3	0	0	76	1088	472	3506	14020057	1	3	1	1	1986	moushi01_;11	0	moushi01ss_;11	29030005	29040105
24020021	高顺	imghead012.png	3	19	3	4	1	0	971	175	0	447	10031	14020039	1	3	1	1	2596	fuqi01_;11	0	fuqi01ss_;11	29020026	29011031
24020022	刀盾兵	imghead012.png	1	19	3	1	1	0	971	175	0	447	6018	14020003	1	3	2	1	2194	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020023	长弓兵	imghead012.png	5	19	3	1	2	0	1514	151	0	76	4824	14020061	1	3	1	1	2223	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
24020024	孙策	imghead031.png	6	20	3	4	2	0	1625	163	0	81	8738	14020051	1	3	1	1	2742	sunce01_;9	0	sunce01ss_;9	29020013	29011016
24020025	轻步兵	imghead012.png	2	20	3	1	1	0	1038	187	0	472	6547	14020003	1	3	1	1	2351	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020026	雷计谋士	imghead012.png	8	20	3	1	3	0	0	88	1258	525	4431	14020006	1	4	3	1	2314	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040007
24020027	程普	imghead114.png	8	21	3	4	3	0	0	93	1326	531	7862	14020011	1	3	1	1	2736	bimou01_;11	0	bimou01ss_;11	29020023	29040013
24020028	轻骑兵	imghead012.png	3	21	3	1	1	0	1154	208	0	507	6955	14020014	1	3	1	1	2564	qibing01_;11	0	qibing01ss_;13	29030006	29040002
24020029	弓骑兵	imghead012.png	6	21	3	1	2	0	1814	181	0	91	5565	14020015	1	3	1	1	2642	nangongjian01_;11	0	nangongjian01ss_;13	29030002	29040003
24020030	医疗兵	imghead012.png	10	21	3	1	3	0	0	98	1404	563	4717	14020044	1	3	1	1	2536	nanmoushi01_;11	0	nanmoushi01ss_;11	29030003	29040008
24020031	曹操	imghead004.png	3	22	3	4	1	0	1612	218	0	514	12291	14020012	1	3	1	1	3573	caocao01_;9	0	caocao01ss_;9	29020001	29010002
24020032	刀盾兵	imghead012.png	1	22	3	1	1	0	1209	218	0	514	7375	14020014	1	3	2	1	2678	bubing01_;11	0	bubing01ss_;13	29030001	29040001
24020033	长弓兵	imghead012.png	5	22	3	1	2	0	1909	191	0	95	5896	14020028	1	3	1	1	2784	nvgongjian01_;11	0	nvgongjian01ss_;11	29030004	29040004
